facial_landmark_consistency,blinking_pattern_freq,head_pose_variance,lighting_inconsistency_score,compression_artifact_level,temporal_coherence_error,audio_sync_offset,face_resolution_mismatch,color_distribution_anomaly,edge_sharpness_inconsistency,label
0.2621780831931537,2.5954089256810904,121.08653895760165,0.8906625522476527,64.8256954077822,0.8080488192285982,538.0973226364827,0.0372538806141961,0.654306321534056,0.22598676566149245,1
0.6655000144869413,2.395909388148655,143.402651494447,0.7905398918338011,17.238636210516624,1.1147890165608076,396.3705854414145,0.026347332193917605,0.08003256976593665,0.656413134229673,1
0.9319939418114052,2.256420658064357,45.08422178264981,0.14409226297976474,87.23945633548149,0.05003556393456141,362.4551359180422,0.7391246671365462,0.242329811453739,0.16421695822734594,0
0.4190609389379256,1.7062391381307818,112.4773379292598,0.33947398026622255,61.311623906924154,0.28314372214106154,279.7282972551383,0.31800970481429813,0.7736793464792507,0.05598028486168638,1
0.35601864044243653,5.80195618785857,102.91427696587476,0.24811961095040697,15.720388355695425,0.22272734411132303,315.0172887712191,0.7963001859676636,0.5286858536788197,0.12101571674864886,0
0.10919616423534184,1.9941139044845024,149.9094678218888,0.4888377530982658,96.23380574812069,1.0677807878792551,249.54761307295362,0.43173282384284917,0.9279690617870447,0.9299847831341347,1
0.04065852851773962,2.9008618461366615,163.0956708866269,1.0449663134264342,51.83654633353206,0.5277977749212317,214.20228772456758,0.45299810082996383,0.4287514083413543,0.5517508829395513,1
0.6063233020424545,2.6680127336343924,2.1882188659296253,0.2601624057320717,7.289845187165501,0.5533385188513562,400.6938729827693,0.5128826025095737,0.8698123658139231,0.796345775479649,1
0.8011150117432089,8.079050927934446,121.32358543058268,0.29241390565289543,62.68329044150672,0.24267572927915435,249.06483709199017,0.7130314563751039,0.4489554374782375,0.3326545009050512,0
0.9080725777960454,9.648832615421282,9.330443841551224,0.4707371187530327,25.31989070128102,0.37217944021801247,289.7681845749905,0.27350286582970706,0.9792482787019853,0.5926586478854466,0
0.014409146007061712,4.064928693580468,98.79455971392406,0.4845624123859301,80.36934518773025,0.9870281177838116,230.44225976538468,0.1215873495335269,0.9598343813988768,0.4949521337049916,1
0.678936896513396,3.590615381132472,51.77389122786208,0.690987434018144,81.78220735661907,1.1407757314848308,323.24943855575566,0.5560573351914615,0.3291367055560803,0.945737959402294,1
1.0,10.0,55.219787913985414,0.045710995908569085,97.89473558546618,0.009027433280950837,41.94898031445465,0.32697762324273927,0.8859236704168032,0.7475746360541103,0
0.41233911067827617,2.1823258267636163,63.532530621424186,0.3128409561306763,50.186953102450374,0.0451432578851049,26.13818613610286,0.4424913136680374,0.8476113742156492,0.730542631496579,0
0.38182496720710063,3.9577798568354607,111.83264082892983,0.2752658402981128,45.495687972773716,0.24378710534664882,126.72856483650813,0.6469467083373054,0.21068039732756283,0.04635326943427953,0
